"","X","pmid","title","publicationyear","MR","surname","given_name","author_code","gender","affil_main","affil_cat","author_position","last_position","first_position","max","RCR","cit","jif"
"2402",2402,29143625,"Trends in hepatitis B virus testing practices and management in HIV clinics across sub-Saharan Africa",2017,1,"minga","albert",289796,"male","Cote d'Ivoire","Lower",13,0,0,17,1.11,17,2.565
"2403",2403,29143625,"Trends in hepatitis B virus testing practices and management in HIV clinics across sub-Saharan Africa",2017,1,"easterbrook","philippa",407518,"female","Switzerland","High",14,0,0,17,1.11,17,2.565
"2404",2404,29143625,"Trends in hepatitis B virus testing practices and management in HIV clinics across sub-Saharan Africa",2017,1,"anastos","kathryn",46219,"female","United States","High",15,0,0,17,1.11,17,2.565
"2405",2405,29143625,"Trends in hepatitis B virus testing practices and management in HIV clinics across sub-Saharan Africa",2017,1,"dabis","francois",86,"male","France","High",16,0,0,17,1.11,17,2.565
"2406",2406,29143625,"Trends in hepatitis B virus testing practices and management in HIV clinics across sub-Saharan Africa",2017,1,"wandeler","gilles",237339,"male","Switzerland","High",17,1,0,17,1.11,17,2.565
"2407",2407,29175231,"Field performance of the Determine HBsAg point-of-care test for diagnosis of hepatitis B virus co-infection among HIV patients in Zambia",2018,0,"chisenga","caroline c.",33632,"female","Zambia","Lower",1,0,1,10,1.09,10,3.02
"2408",2408,29175231,"Field performance of the Determine HBsAg point-of-care test for diagnosis of hepatitis B virus co-infection among HIV patients in Zambia",2018,0,"musukuma","kalo",412555,"male","Zambia","Lower",2,0,0,10,1.09,10,3.02
"2409",2409,29175231,"Field performance of the Determine HBsAg point-of-care test for diagnosis of hepatitis B virus co-infection among HIV patients in Zambia",2018,0,"chilengi","roma",462632,"male","Zambia","Lower",3,0,0,10,1.09,10,3.02
"2410",2410,29175231,"Field performance of the Determine HBsAg point-of-care test for diagnosis of hepatitis B virus co-infection among HIV patients in Zambia",2018,0,"zurcher","samuel",41556,"male","Switzerland","High",4,0,0,10,1.09,10,3.02
"2411",2411,29175231,"Field performance of the Determine HBsAg point-of-care test for diagnosis of hepatitis B virus co-infection among HIV patients in Zambia",2018,0,"munamunungu","virginia",249799,"female","Zambia","Lower",5,0,0,10,1.09,10,3.02
"2412",2412,29175231,"Field performance of the Determine HBsAg point-of-care test for diagnosis of hepatitis B virus co-infection among HIV patients in Zambia",2018,0,"siyunda","alice",433633,"female","Zambia","Lower",6,0,0,10,1.09,10,3.02
"2413",2413,29175231,"Field performance of the Determine HBsAg point-of-care test for diagnosis of hepatitis B virus co-infection among HIV patients in Zambia",2018,0,"ojok","david",29800,"male","Zambia","Lower",7,0,0,10,1.09,10,3.02
"2414",2414,29175231,"Field performance of the Determine HBsAg point-of-care test for diagnosis of hepatitis B virus co-infection among HIV patients in Zambia",2018,0,"bauer","sophie",15785,"female","Switzerland","High",8,0,0,10,1.09,10,3.02
"2415",2415,29175231,"Field performance of the Determine HBsAg point-of-care test for diagnosis of hepatitis B virus co-infection among HIV patients in Zambia",2018,0,"wandeler","gilles",237339,"male","Switzerland","High",9,0,0,10,1.09,10,3.02
"2416",2416,29175231,"Field performance of the Determine HBsAg point-of-care test for diagnosis of hepatitis B virus co-infection among HIV patients in Zambia",2018,0,"vinikoor","michael",89479,"male","Zambia","Lower",10,1,0,10,1.09,10,3.02
"2417",2417,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"rohr","julia k.",165467,"female","United States","High",1,0,1,14,0.18,2,3.863
"2418",2418,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"ive","prudence",549802,"female","South Africa","Upper middle",2,0,0,14,0.18,2,3.863
"2419",2419,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"horsburgh","charles robert",421552,"male","United States","High",3,0,0,14,0.18,2,3.863
"2420",2420,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"berhanu","rebecca",69801,"female","United States","High",4,0,0,14,0.18,2,3.863
"2421",2421,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"hoffmann","christopher j.",16382,"male","United States","High",5,0,0,14,0.18,2,3.863
"2422",2422,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"wood","robin",4532,"male","South Africa","Upper middle",6,0,0,14,0.18,2,3.863
"2423",2423,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"boulle","andrew",522,"male","South Africa","Upper middle",7,0,0,14,0.18,2,3.863
"2424",2424,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"giddy","janet",7272,"female","South Africa","Upper middle",8,0,0,14,0.18,2,3.863
"2425",2425,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"prozesky","hans",2213,"male","South Africa","Upper middle",9,0,0,14,0.18,2,3.863
"2426",2426,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"vinikoor","michael",89479,"male","Zambia","Lower",10,0,0,14,0.18,2,3.863
"2427",2427,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"wa mwanza","mwanza",164148,"male","Zambia","Lower",11,0,0,14,0.18,2,3.863
"2428",2428,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"wandeler","gilles",237339,"male","Switzerland","High",12,0,0,14,0.18,2,3.863
"2429",2429,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"davies","mary-ann",5236,"female","South Africa","Upper middle",13,0,0,14,0.18,2,3.863
"2430",2430,29206723,"Assessing the association between changing NRTIs when initiating second-line ART and treatment outcomes",2018,0,"fox","matthew p.",3426,"male","United States","High",14,1,0,14,0.18,2,3.863
"2431",2431,29232366,"Estimating the impact of antiretroviral treatment on adult mortality trends in South Africa: A mathematical modelling study",2017,0,"johnson","leigh f.",333375,"male","South Africa","Upper middle",1,0,1,7,4.05,54,11.048
"2432",2432,29232366,"Estimating the impact of antiretroviral treatment on adult mortality trends in South Africa: A mathematical modelling study",2017,0,"may","margaret t.",37198,"female","United Kingdom","High",2,0,0,7,4.05,54,11.048
"2433",2433,29232366,"Estimating the impact of antiretroviral treatment on adult mortality trends in South Africa: A mathematical modelling study",2017,0,"dorrington","rob e.",359427,"male","South Africa","Upper middle",3,0,0,7,4.05,54,11.048
"2434",2434,29232366,"Estimating the impact of antiretroviral treatment on adult mortality trends in South Africa: A mathematical modelling study",2017,0,"cornell","morna",64243,"female","South Africa","Upper middle",4,0,0,7,4.05,54,11.048
"2435",2435,29232366,"Estimating the impact of antiretroviral treatment on adult mortality trends in South Africa: A mathematical modelling study",2017,0,"boulle","andrew",522,"male","South Africa","Upper middle",5,0,0,7,4.05,54,11.048
"2436",2436,29232366,"Estimating the impact of antiretroviral treatment on adult mortality trends in South Africa: A mathematical modelling study",2017,0,"egger","matthias",138,"male","Switzerland","High",6,0,0,7,4.05,54,11.048
"2437",2437,29232366,"Estimating the impact of antiretroviral treatment on adult mortality trends in South Africa: A mathematical modelling study",2017,0,"davies","mary-ann",5236,"female","South Africa","Upper middle",7,1,0,7,4.05,54,11.048
"2438",2438,29330173,"Seasonal variations in tuberculosis diagnosis among HIV-positive individuals in Southern Africa: Analysis of cohort studies at antiretroviral treatment programmes",2018,0,"ballif","marie",1483,"female","Switzerland","High",1,0,1,10,0.42,3,2.376
"2439",2439,29330173,"Seasonal variations in tuberculosis diagnosis among HIV-positive individuals in Southern Africa: Analysis of cohort studies at antiretroviral treatment programmes",2018,0,"zurcher","kathrin",46556,"female","Switzerland","High",2,0,0,10,0.42,3,2.376
"2440",2440,29330173,"Seasonal variations in tuberculosis diagnosis among HIV-positive individuals in Southern Africa: Analysis of cohort studies at antiretroviral treatment programmes",2018,0,"reid","stewart e.",353414,"male","United States","High",3,0,0,10,0.42,3,2.376
"2441",2441,29330173,"Seasonal variations in tuberculosis diagnosis among HIV-positive individuals in Southern Africa: Analysis of cohort studies at antiretroviral treatment programmes",2018,0,"boulle","andrew",522,"male","South Africa","Upper middle",4,0,0,10,0.42,3,2.376
"2442",2442,29330173,"Seasonal variations in tuberculosis diagnosis among HIV-positive individuals in Southern Africa: Analysis of cohort studies at antiretroviral treatment programmes",2018,0,"fox","matthew p.",3426,"male","United States","High",5,0,0,10,0.42,3,2.376
"2443",2443,29330173,"Seasonal variations in tuberculosis diagnosis among HIV-positive individuals in Southern Africa: Analysis of cohort studies at antiretroviral treatment programmes",2018,0,"prozesky","hans w.",2213,"male","South Africa","Upper middle",6,0,0,10,0.42,3,2.376
"2444",2444,29330173,"Seasonal variations in tuberculosis diagnosis among HIV-positive individuals in Southern Africa: Analysis of cohort studies at antiretroviral treatment programmes",2018,0,"chimbetete","cleophas",343393,"male","Zimbabwe","Lower",7,0,0,10,0.42,3,2.376
"2445",2445,29330173,"Seasonal variations in tuberculosis diagnosis among HIV-positive individuals in Southern Africa: Analysis of cohort studies at antiretroviral treatment programmes",2018,0,"zwahlen","marcel",324359,"male","Switzerland","High",8,0,0,10,0.42,3,2.376
"2446",2446,29330173,"Seasonal variations in tuberculosis diagnosis among HIV-positive individuals in Southern Africa: Analysis of cohort studies at antiretroviral treatment programmes",2018,0,"egger","matthias",138,"male","Switzerland","High",9,0,0,10,0.42,3,2.376
"2447",2447,29330173,"Seasonal variations in tuberculosis diagnosis among HIV-positive individuals in Southern Africa: Analysis of cohort studies at antiretroviral treatment programmes",2018,0,"fenner","lukas",347,"male","Switzerland","High",10,1,0,10,0.42,3,2.376
"2448",2448,29336004,"Point-of-care urine ethyl glucuronide testing to detect alcohol use among HIV-hepatitis B virus coinfected adults in Zambia",2018,0,"vinikoor","michael j.",89479,"male","Zambia","Lower",1,0,1,6,1.53,12,2.908
"2449",2449,29336004,"Point-of-care urine ethyl glucuronide testing to detect alcohol use among HIV-hepatitis B virus coinfected adults in Zambia",2018,0,"zyambo","zude",149126,"male","Zambia","Lower",2,0,0,6,1.53,12,2.908
"2450",2450,29336004,"Point-of-care urine ethyl glucuronide testing to detect alcohol use among HIV-hepatitis B virus coinfected adults in Zambia",2018,0,"muyoyeta","monde",551805,"male","Zambia","Lower",3,0,0,6,1.53,12,2.908
"2451",2451,29336004,"Point-of-care urine ethyl glucuronide testing to detect alcohol use among HIV-hepatitis B virus coinfected adults in Zambia",2018,0,"chander","geetanjali",550803,"female","United States","High",4,0,0,6,1.53,12,2.908
"2452",2452,29336004,"Point-of-care urine ethyl glucuronide testing to detect alcohol use among HIV-hepatitis B virus coinfected adults in Zambia",2018,0,"saag","michael s.",89494,"male","United States","High",5,0,0,6,1.53,12,2.908
"2453",2453,29336004,"Point-of-care urine ethyl glucuronide testing to detect alcohol use among HIV-hepatitis B virus coinfected adults in Zambia",2018,0,"cropsey","karen",244804,"female","United States","High",6,1,0,6,1.53,12,2.908
"2454",2454,29432229,"Reaching key adolescent populations",2018,9,"cornell","morna",64243,"female","South Africa","Upper middle",1,0,1,2,0.58,6,4.268
"2455",2455,29432229,"Reaching key adolescent populations",2018,9,"dovel","kathryn",46806,"female","United States","High",2,1,0,2,0.58,6,4.268
"2456",2456,29461329,"Cancer in adolescents and young adults living with HIV",2018,9,"bohlius","julia",165144,"female","Switzerland","High",1,0,1,5,1.17,11,4.268
"2457",2457,29461329,"Cancer in adolescents and young adults living with HIV",2018,9,"foster","caroline",3325,"female","United Kingdom","High",2,0,0,5,1.17,11,4.268
"2458",2458,29461329,"Cancer in adolescents and young adults living with HIV",2018,9,"naidu","gita",297647,"female","South Africa","Upper middle",3,0,0,5,1.17,11,4.268
"2459",2459,29461329,"Cancer in adolescents and young adults living with HIV",2018,9,"sengayi","mazvita",10080,"female","South Africa","Upper middle",4,0,0,5,1.17,11,4.268
"2460",2460,29461329,"Cancer in adolescents and young adults living with HIV",2018,9,"turkova","anna",7650,"female","United Kingdom","High",5,1,0,5,1.17,11,4.268
"2461",2461,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"haas","andreas d",5458,"male","Switzerland","High",1,0,1,16,5.4,52,5.192
"2462",2462,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"zaniewski","elizabeth",59742,"female","Switzerland","High",2,0,0,16,5.4,52,5.192
"2463",2463,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"anderegg","nanina",515732,"female","Switzerland","High",3,0,0,16,5.4,52,5.192
"2464",2464,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"ford","nathan",228417,"male","Switzerland","High",4,0,0,16,5.4,52,5.192
"2465",2465,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"fox","matthew p",3426,"male","United States","High",5,0,0,16,5.4,52,5.192
"2466",2466,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"vinikoor","michael",89479,"male","Zambia","Lower",6,0,0,16,5.4,52,5.192
"2467",2467,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"dabis","francois",86,"male","France","High",7,0,0,16,5.4,52,5.192
"2468",2468,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"nash","denis",109195,"male","United States","High",8,0,0,16,5.4,52,5.192
"2469",2469,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"sinayobye","jean d'amour",108809,"male","Rwanda","Lower",9,0,0,16,5.4,52,5.192
"2470",2470,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"niyongabo","theodore",553808,"male","Burundi","Lower",10,0,0,16,5.4,52,5.192
"2471",2471,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"tanon","aristophane",554810,"male","Cote d'Ivoire","Lower",11,0,0,16,5.4,52,5.192
"2472",2472,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"poda","armel",520745,"male","Burkina Faso","Lower",12,0,0,16,5.4,52,5.192
"2473",2473,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"adedimeji","adebola a",552807,"female","United States","High",13,0,0,16,5.4,52,5.192
"2474",2474,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"edmonds","andrew",5759,"male","United States","High",14,0,0,16,5.4,52,5.192
"2475",2475,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"davies","mary-ann",5236,"female","South Africa","Upper middle",15,0,0,16,5.4,52,5.192
"2476",2476,29479867,"Retention and mortality on antiretroviral therapy in sub-Saharan Africa: Collaborative analyses of HIV treatment programmes: Collaborative",2018,1,"egger","matthias",138,"male","Switzerland","High",16,1,0,16,5.4,52,5.192
"2477",2477,29508740,"Issues with measuring hepatitis prevalence in resource-limited settings",2018,9,"wandeler","gilles",237339,"male","Switzerland","High",1,0,1,5,0.2,2,59.102
"2478",2478,29508740,"Issues with measuring hepatitis prevalence in resource-limited settings",2018,9,"coffie","patrick a",170794,"male","Cote d'Ivoire","Lower",2,0,0,5,0.2,2,59.102
"2479",2479,29508740,"Issues with measuring hepatitis prevalence in resource-limited settings",2018,9,"kuniholm","mark h",54795,"male","United States","High",3,0,0,5,0.2,2,59.102
"2480",2480,29508740,"Issues with measuring hepatitis prevalence in resource-limited settings",2018,9,"ocama","ponsiano",548797,"male","Uganda","Lower",4,0,0,5,0.2,2,59.102
"2481",2481,29508740,"Issues with measuring hepatitis prevalence in resource-limited settings",2018,9,"egger","matthias",138,"male","Switzerland","High",5,1,0,5,0.2,2,59.102
"2482",2482,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"wools-kaloustian","kara",14311,"female","United States","High",1,0,1,17,1.12,12,3.863
"2483",2483,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"marete","irene",555811,"female","Kenya","Lower",2,0,0,17,1.12,12,3.863
"2484",2484,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"ayaya","samuel",41408,"male","Kenya","Lower",3,0,0,17,1.12,12,3.863
"2485",2485,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"sohn","annette h.",428641,"female","Thailand","Upper middle",4,0,0,17,1.12,12,3.863
"2486",2486,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"van nguyen","lam",172151,"male","Viet Nam","Lower",5,0,0,17,1.12,12,3.863
"2487",2487,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"li","shanshan",169149,"female","United States","High",6,0,0,17,1.12,12,3.863
"2488",2488,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"leroy","valeriane",187166,"female","France","High",7,0,0,17,1.12,12,3.863
"2489",2489,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"musick","beverly s.",331370,"female","United States","High",8,0,0,17,1.12,12,3.863
"2490",2490,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"newman","jamie e.",309327,"female","United States","High",9,0,0,17,1.12,12,3.863
"2491",2491,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"edmonds","andrew",5759,"male","United States","High",10,0,0,17,1.12,12,3.863
"2492",2492,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"davies","mary-ann",5236,"female","South Africa","Upper middle",11,0,0,17,1.12,12,3.863
"2493",2493,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"eboua","francois t",8568,"male","Cote d'Ivoire","Lower",12,0,0,17,1.12,12,3.863
"2494",2494,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"obama","marie-therese",547797,"female","Cameroon","Lower",13,0,0,17,1.12,12,3.863
"2495",2495,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"yotebieng","marcel",324516,"male","United States","High",14,0,0,17,1.12,12,3.863
"2496",2496,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"sawry","shobna",425561,"female","South Africa","Upper middle",15,0,0,17,1.12,12,3.863
"2497",2497,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"mofenson","lynne m.",351411,"female","United States","High",16,0,0,17,1.12,12,3.863
"2498",2498,29509590,"Time to First-Line ART Failure and Time to Second-Line ART Switch in the IeDEA Pediatric Cohort",2018,1,"yiannoutsos","constantin t.",267265,"male","United States","High",17,1,0,17,1.12,12,3.863
"2499",2499,29514233,"The Continuing Burden of Advanced HIV Disease over 10 Years of Increasing Antiretroviral Therapy Coverage in South Africa",2018,0,"osler","meg",248236,"female","South Africa","Upper middle",1,0,1,9,6.04,60,9.055
"2500",2500,29514233,"The Continuing Burden of Advanced HIV Disease over 10 Years of Increasing Antiretroviral Therapy Coverage in South Africa",2018,0,"hilderbrand","katherine",57234,"female","South Africa","Upper middle",2,0,0,9,6.04,60,9.055
"2501",2501,29514233,"The Continuing Burden of Advanced HIV Disease over 10 Years of Increasing Antiretroviral Therapy Coverage in South Africa",2018,0,"goemaere","eric",232418,"male","South Africa","Upper middle",3,0,0,9,6.04,60,9.055
"2502",2502,29514233,"The Continuing Burden of Advanced HIV Disease over 10 Years of Increasing Antiretroviral Therapy Coverage in South Africa",2018,0,"ford","nathan",228417,"male","Switzerland","High",4,0,0,9,6.04,60,9.055
"2503",2503,29514233,"The Continuing Burden of Advanced HIV Disease over 10 Years of Increasing Antiretroviral Therapy Coverage in South Africa",2018,0,"smith","mariette",357421,"female","South Africa","Upper middle",5,0,0,9,6.04,60,9.055
"2504",2504,29514233,"The Continuing Burden of Advanced HIV Disease over 10 Years of Increasing Antiretroviral Therapy Coverage in South Africa",2018,0,"meintjes","graeme",257252,"male","South Africa","Upper middle",6,0,0,9,6.04,60,9.055
"2505",2505,29514233,"The Continuing Burden of Advanced HIV Disease over 10 Years of Increasing Antiretroviral Therapy Coverage in South Africa",2018,0,"kruger","james",20812,"male","South Africa","Upper middle",7,0,0,9,6.04,60,9.055
"2506",2506,29514233,"The Continuing Burden of Advanced HIV Disease over 10 Years of Increasing Antiretroviral Therapy Coverage in South Africa",2018,0,"govender","nelesh p.",171150,"male","South Africa","Upper middle",8,0,0,9,6.04,60,9.055
"2507",2507,29514233,"The Continuing Burden of Advanced HIV Disease over 10 Years of Increasing Antiretroviral Therapy Coverage in South Africa",2018,0,"boulle","andrew",522,"male","South Africa","Upper middle",9,1,0,9,6.04,60,9.055
"2508",2508,29517500,"HIV and adolescents: Challenges and opportunities",2018,9,"davies","mary-ann",5236,"female","South Africa","Upper middle",1,0,1,2,0.17,2,4.268
"2509",2509,29517500,"HIV and adolescents: Challenges and opportunities",2018,9,"hamlyn","elizabeth",59813,"female","United Kingdom","High",2,1,0,2,0.17,2,4.268
"2510",2510,29528851,"Adolescent transition among young people with perinatal HIV in high-income and low-income settings",2018,9,"judd","ali",148626,"male","United Kingdom","High",1,0,1,2,2.47,18,4.268
"2511",2511,29528851,"Adolescent transition among young people with perinatal HIV in high-income and low-income settings",2018,9,"davies","mary-ann",5236,"female","South Africa","Upper middle",2,1,0,2,2.47,18,4.268
"2512",2512,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"tymejczyk","olga",487735,"female","United States","High",1,0,1,14,2.62,27,11.048
"2513",2513,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"brazier","ellen",556814,"female","United States","High",2,0,0,14,2.62,27,11.048
"2514",2514,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"yiannoutsos","constantin",267265,"male","United States","High",3,0,0,14,2.62,27,11.048
"2515",2515,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"wools-kaloustian","kara",14311,"female","United States","High",4,0,0,14,2.62,27,11.048
"2516",2516,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"althoff","keri",278495,"female","United States","High",5,0,0,14,2.62,27,11.048
"2517",2517,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"crabtree-ramirez","brenda",557815,"female","Mexico","Upper middle",6,0,0,14,2.62,27,11.048
"2518",2518,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"van nguyen","kinh",173151,"male","Viet Nam","Lower",7,0,0,14,2.62,27,11.048
"2519",2519,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"zaniewski","elizabeth",59742,"female","Switzerland","High",8,0,0,14,2.62,27,11.048
"2520",2520,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"dabis","francois",86,"male","France","High",9,0,0,14,2.62,27,11.048
"2521",2521,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"sinayobye","jean d'amour",108809,"male","Rwanda","Lower",10,0,0,14,2.62,27,11.048
"2522",2522,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"anderegg","nanina",515732,"female","Viet Nam","Lower",11,0,0,14,2.62,27,11.048
"2523",2523,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"ford","nathan",228417,"male","Switzerland","High",12,0,0,14,2.62,27,11.048
"2524",2524,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"wikramanayake","radhika",558816,"female","United States","High",13,0,0,14,2.62,27,11.048
"2525",2525,29570723,"HIV treatment eligibility expansion and timely antiretroviral treatment initiation following enrollment in HIV care: A metaregression analysis of programmatic data from 22 countries",2018,1,"nash","denis",109195,"male","United States","High",14,1,0,14,2.62,27,11.048
"2526",2526,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"parcesepe","angela m.",559819,"female","United States","High",1,0,1,11,2.37,20,5.192
"2527",2527,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"mugglin","catrina",57400,"female","Switzerland","High",2,0,0,11,2.37,20,5.192
"2528",2528,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"nalugoda","fred",271818,"male","Uganda","Lower",3,0,0,11,2.37,20,5.192
"2529",2529,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"bernard","charlotte",36817,"female","France","High",4,0,0,11,2.37,20,5.192
"2530",2530,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"yunihastuti","evy",560820,"female","Indonesia","Lower",5,0,0,11,2.37,20,5.192
"2531",2531,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"althoff","keri",278495,"female","United States","High",6,0,0,11,2.37,20,5.192
"2532",2532,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"jaquet","antoine",330367,"male","France","High",7,0,0,11,2.37,20,5.192
"2533",2533,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"haas","andreas d.",5458,"male","Switzerland","High",8,0,0,11,2.37,20,5.192
"2534",2534,29603887,"Screening and management of mental health and substance use disorders in HIV treatment settings in low-and middle-income countries within the global ieDEA consortium",2018,1,"duda","stephany n.",403510,"female","United States","High",9,0,0,11,2.37,20,5.192
